Essential,Unit,English,Uzbek
Essential 5,Unit 8,malnutrition,to'yib ovqatlanmaslik
Essential 5,Unit 8,medication,dori-darmon
Essential 5,Unit 8,misconception,noto'g'ri tushuncha
Essential 5,Unit 8,obscure,noma'lum
Essential 5,Unit 8,oppress,zulm qilmoq
Essential 5,Unit 8,peel,shilmoq
Essential 5,Unit 8,prescription,shifokor retsepti
Essential 5,Unit 8,respirator,nafas olish qurilmasi
Essential 5,Unit 8,strive,intilmoq
Essential 5,Unit 9,archaic,qadimiy
Essential 5,Unit 9,benevolent,xayrixoh
Essential 5,Unit 9,brass,qalay
Essential 5,Unit 9,capitalism,kapitalizmcomponent - qism
Essential 5,Unit 9,dependence,qaramlik
Essential 5,Unit 9,diminish,kamaytirmoq
Essential 5,Unit 9,drawback,kamchilik
Essential 5,Unit 9,fad,urf
Essential 5,Unit 9,impose,singdirmoq
Essential 5,Unit 9,managerial,boshqaruv
Essential 5,Unit 9,medieval,o'rta asrlar
Essential 5,Unit 9,obsolete,eskirgan
Essential 5,Unit 9,peninsula,yarim orol
Essential 5,Unit 9,prestige,obro'-e'tibor
Essential 5,Unit 9,proportion,mutanosiblik
Essential 5,Unit 9,radical,o'zgacha
Essential 5,Unit 9,refute,rad etish
Essential 5,Unit 9,spectacular,ajoyib
Essential 5,Unit 9,weave,to'qimoq
Essential 5,Unit 10,accountant,hisobchi
Essential 5,Unit 10,capitalist,sarmoyachi
Essential 5,Unit 10,contempt,nafrat
Essential 5,Unit 10,dedicate,bag'ishlamoq
Essential 5,Unit 10,ditch,xandaq
Essential 5,Unit 10,enterprise,korxona
Essential 5,Unit 10,exquisite,nafis
Essential 5,Unit 10,finance,moliyalashtirmoq
Essential 5,Unit 10,indifferent,befarq
Essential 5,Unit 10,irrigate,sug'ormoq
Essential 5,Unit 10,maximize,oshirmoq
Essential 5,Unit 10,monetary,pulga oid
Essential 5,Unit 10,precaution,ehtiyot chorasi
Essential 5,Unit 10,preliminary,dastlabki
Essential 5,Unit 10,saturate,to'yintirmoq
Essential 5,Unit 10,simplicity,oddiylik
Essential 5,Unit 10,sow,ekmoq
Essential 5,Unit 10,soy,soya o'somligi
Essential 5,Unit 10,spade,belkurak
Essential 5,Unit 10,upcoming,kelgusi
Essential 5,Unit 11,acute,kuchli
Essential 5,Unit 11,aggression,tajovuz
Essential 5,Unit 11,banquet,ziyofat
Essential 5,Unit 11,biography,tarjimai hol
Essential 5,Unit 11,boost,kuchaytirish
Essential 5,Unit 11,clap,qarsak chalmoq
Essential 5,Unit 11,compel,majburlamoq
Essential 5,Unit 11,dominance,ustunlik
Essential 5,Unit 11,gorgeous,ajoyib
Essential 5,Unit 11,inevitable,muqarrar
Essential 5,Unit 11,legacy,meros
Essential 5,Unit 11,masterpiece,"nodir asar, shoh asar"
Essential 5,Unit 11,multiple,bir nechta
Essential 5,Unit 11,narrate,rivoyat qilmoq
Essential 5,Unit 11,notorious,taniqli
Essential 5,Unit 11,outdated,eskirgan
Essential 5,Unit 11,overall,umuman olganda
Essential 5,Unit 11,partiality,tarafdorlik
Essential 5,Unit 11,spontaneous,o'z-o'zidan
Essential 5,Unit 11,virtue,fazilat
Essential 5,Unit 12,anthropology,antropologiya
Essential 5,Unit 12,applaud,qarsak chalmoq
Essential 5,Unit 12,appoint,tayinlamoq
Essential 5,Unit 12,compatible,loyiq
Essential 5,Unit 12,competence,mahorat
Essential 5,Unit 12,confer,maslahat bermoq
Essential 5,Unit 12,consecutive,ketma-ket
Essential 5,Unit 12,crude,xom
Essential 5,Unit 12,cube,kub
Essential 5,Unit 12,feedback,mulohaza
Essential 5,Unit 12,ignorance,beparvolik
Essential 5,Unit 12,masculine,erkakcha
Essential 5,Unit 12,monument,yodgorlik
Essential 5,Unit 12,muscular,baquvvat
Essential 5,Unit 12,posture,holat
Essential 5,Unit 12,situate,o'rnatmoq
Essential 5,Unit 12,supervise,nazorat qilmoq
Essential 5,Unit 12,symmetry,simmetriya
Essential 5,Unit 12,tattoo,tatuirovka
Essential 5,Unit 12,undergraduate,bakalavr
Essential 5,Unit 13,brook,ariq
Essential 5,Unit 13,cater,taminlamoq
Essential 5,Unit 13,considerate,xushmuomala
Essential 5,Unit 13,consumption,iste'mol
Essential 5,Unit 13,criteria,mezonlar
Essential 5,Unit 13,crust,qobiq
Essential 5,Unit 13,degrade,uyaltirmoq
Essential 5,Unit 13,entitle,huquq bermoqescort - kuzatmoq
Essential 5,Unit 13,external,tashqi
Essential 5,Unit 13,facility,qulaylik
Essential 5,Unit 13,faculty,qobiliyat
Essential 5,Unit 13,heap,uyum
Essential 5,Unit 13,hemisphere,yarim shar
Essential 5,Unit 13,hound,ovchi it
Essential 5,Unit 13,impersonal,shaxssiz
Essential 5,Unit 13,ornament,bezak
Essential 5,Unit 13,pedestrian,piyoda
Essential 5,Unit 13,sanctuary,muqaddas joy
Essential 5,Unit 13,spectator,tomoshabin
Essential 5,Unit 14,aspect,jihat
Essential 5,Unit 14,asset,afzallik
Essential 5,Unit 14,braille,brayl shrifti
Essential 5,Unit 14,bud,kurtak
Essential 5,Unit 14,coordinate,muvofiqlashtirish
Essential 5,Unit 14,disprove,inkor qilmoq
Essential 5,Unit 14,humanitarian,gumanitar
Essential 5,Unit 14,hypothesis,faraz
Essential 5,Unit 14,imprint,kechinma
Essential 5,Unit 14,informative,informatsion
Essential 5,Unit 14,optic,ko'rishga oid
Essential 5,Unit 14,premise,tushuncha
Essential 5,Unit 14,rack,tokcha
Essential 5,Unit 14,renaissance,uyg'onish davri
Essential 5,Unit 14,revere,hurmat qilmoq
Essential 5,Unit 14,simultaneous,bir vaqtda
Essential 5,Unit 14,skeptic,shubhachi
Essential 5,Unit 14,spatial,fazoviy
Essential 5,Unit 14,specify,tasvirlamoq
Essential 5,Unit 14,wax,mum
Essential 5,Unit 15,accessory,aksessuar
Essential 5,Unit 15,acquisition,egalik
Essential 5,Unit 15,adequate,mos keladigan
Essential 5,Unit 15,cardboard,karton
Essential 5,Unit 15,dilemma,jumboq
Essential 5,Unit 15,elaborate,izchil
Essential 5,Unit 15,facilitate,osonlashtirmoq
Essential 5,Unit 15,fleet,flot
Essential 5,Unit 15,grid,panjara
Essential 5,Unit 15,import,chetdan sotib olmoq
Essential 5,Unit 15,infer,xulosa qilmoq
Essential 5,Unit 15,inflate,shishirmoq
Essential 5,Unit 15,innate,tug'ma
Essential 5,Unit 15,marble,marmar
Essential 5,Unit 15,mast,machta
Essential 5,Unit 15,nausea,ko'ngil aynishi
Essential 5,Unit 15,naval,dengiz kuchlari
Essential 5,Unit 15,pouch,qop
Essential 5,Unit 15,saturated,to'yingan
Essential 5,Unit 15,updated,yangilangan
Essential 5,Unit 16,addict,giyohvand
Essential 5,Unit 16,archeological,arxeologik
Essential 5,Unit 16,archeology,arxeologiya
Essential 5,Unit 16,brainstorm,aqliy hujum
Essential 5,Unit 16,budget,byudjet
Essential 5,Unit 16,chaotic,tartibsiz
Essential 5,Unit 16,cite,takidlamoq
Essential 5,Unit 16,correspond,mos kelmoq
Essential 5,Unit 16,courtyard,hovli
Essential 5,Unit 16,estate,mulk
Essential 5,Unit 16,fraud,firibgarlik
Essential 5,Unit 16,hydrogen,vodorod
Essential 5,Unit 16,integrity,vijdon
Essential 5,Unit 16,knit,to'qimoq
Essential 5,Unit 16,outlook,mulohaza
Essential 5,Unit 16,parachute,parashyut
Essential 5,Unit 16,prehistoric,tarixdan oldingi
Essential 5,Unit 16,proponent,tarafdor
Essential 5,Unit 16,refine,takomillashtirmoq
Essential 5,Unit 16,restrict,cheklamoq
Essential 5,Unit 17,attorney,advokat
Essential 5,Unit 17,chronic,surunkali
Essential 5,Unit 17,discipline,intizom
Essential 5,Unit 17,donor,donor
Essential 5,Unit 17,fellow,o'rtoq
Essential 5,Unit 17,gossip,g'iybat
Essential 5,Unit 17,graduate,bitirmoq
Essential 5,Unit 17,graffiti,grafiti
Essential 5,Unit 17,guardian,vasiy
Essential 5,Unit 17,implicate,ayblamoq
Essential 5,Unit 17,kin,qarindosh
Essential 5,Unit 17,referee,hakam
Essential 5,Unit 17,sever,uzmoqshaft - dasta
Essential 5,Unit 17,stab,pichoq urmoq
Essential 5,Unit 17,stimulus,stimul
Essential 5,Unit 17,suspicion,shubha
Essential 5,Unit 17,terminate,tugatmoq
Essential 5,Unit 17,theme,mavzu
Essential 5,Unit 17,tuition,o'qish puli
Essential 5,Unit 18,aggressive,tajovuzkor
Essential 5,Unit 18,amnesty,amnistiya
Essential 5,Unit 18,arena,maydon
Essential 5,Unit 18,auditorium,auditoriya
Essential 5,Unit 18,captive,asir
Essential 5,Unit 18,combat,jang
Essential 5,Unit 18,commonplace,oddiy
Essential 5,Unit 18,compound,hudud
Essential 5,Unit 18,corps,bo'linma
Essential 5,Unit 18,distract,chalg'itmoq
Essential 5,Unit 18,dumb,soqov
Essential 5,Unit 18,foe,dushman
Essential 5,Unit 18,hack,buzmoq
Essential 5,Unit 18,meditate,meditatsiya qilmoq
Essential 5,Unit 18,nick,tilmoq
Essential 5,Unit 18,provoke,qo'zg'atmoq
Essential 5,Unit 18,realm,dunyo
Essential 5,Unit 18,reign,hukmronlik
Essential 5,Unit 18,rust,zang
Essential 5,Unit 18,sacred,muqaddas
Essential 5,Unit 19,accordingly,muvofiq
Essential 5,Unit 19,anchor,langar
Essential 5,Unit 19,buoy,suzgich
Essential 5,Unit 19,catastrophe,falokat
Essential 5,Unit 19,context,kontekst
Essential 5,Unit 19,designate,tasvirlamoq
Essential 5,Unit 19,distort,aldamoq
Essential 5,Unit 19,dock,port
Essential 5,Unit 19,fore,oldi
Essential 5,Unit 19,frequent,tez-tez
Essential 5,Unit 19,genuine,haqiqiy
Essential 5,Unit 19,grease,surtma
Essential 5,Unit 19,intricate,murakkab
Essential 5,Unit 19,offset,yumshatmoq
Essential 5,Unit 19,overlap,qoplamoq
Essential 5,Unit 19,precipitate,tezlashtirmoq
Essential 5,Unit 19,secondhand,ishlatilgan
Essential 5,Unit 19,slot,tuynuk
Essential 5,Unit 19,submerge,botirmoq
Essential 5,Unit 19,tactic,reja
Essential 5,Unit 20,aggregate,yig'ma
Essential 5,Unit 20,antibiotic,antibiotik
Essential 5,Unit 20,circuit,o'tkazgich
Essential 5,Unit 20,complement,qo'shimcha
Essential 5,Unit 20,compress,siqmoq
Essential 5,Unit 20,database,ma'lumotlar bazasi
Essential 5,Unit 20,equivalent,teng
Essential 5,Unit 20,immune,immunitetga ega
Essential 5,Unit 20,input,kiritma
Essential 5,Unit 20,intimate,yaqin
Essential 5,Unit 20,magnet,magnit
Essential 5,Unit 20,metabolism,metabolizm
Essential 5,Unit 20,microchip,mikrochip
Essential 5,Unit 20,phase,bosqich
Essential 5,Unit 20,pinch,chimchilamoq
Essential 5,Unit 20,prevalent,keng tarqalgan
Essential 5,Unit 20,quantum,kvant
Essential 5,Unit 20,ratio,nisbat
Essential 5,Unit 20,spiral,spiral
Essential 5,Unit 20,viral,virusli
Essential 5,Unit 21,astounded,hayratda qolmoq
Essential 5,Unit 21,attribute,xususiyat
Essential 5,Unit 21,bilingual,ikki tilli
Essential 5,Unit 21,clone,nusxa
Essential 5,Unit 21,colloquial,so'zlashuv
Essential 5,Unit 21,cosmetics,kosmetika
Essential 5,Unit 21,dash,tez harakatlanmoq
Essential 5,Unit 21,disgust,nafrat
Essential 5,Unit 21,fluorescent,yorqin
Essential 5,Unit 21,furious,g'azablangan
Essential 5,Unit 21,gulf,ko'rfaz
Essential 5,Unit 21,humanities,gumanitar fanlar
Essential 5,Unit 21,knot,tugun
Essential 5,Unit 21,linguist,tilshunos
Essential 5,Unit 21,participant,ishtirokchi
Essential 5,Unit 21,plausible,ishonarliritual - marosim
Essential 5,Unit 21,sibling,qardosh
Essential 5,Unit 21,skinny,oriq
Essential 5,Unit 21,vague,noaniq
Essential 5,Unit 22,acid,kislota
Essential 5,Unit 22,administration,ma'muriyat
Essential 5,Unit 22,administrative,ma'muriy
Essential 5,Unit 22,biotechnology,biotexnologiya
Essential 5,Unit 22,cholesterol,xolesterin
Essential 5,Unit 22,coalition,ittifoq
Essential 5,Unit 22,deceptive,aldamchi
Essential 5,Unit 22,diabetes,diabet
Essential 5,Unit 22,eliminate,yo'q qilmoq
Essential 5,Unit 22,erosion,eroziya
Essential 5,Unit 22,ethics,axloq
Essential 5,Unit 22,explicit,aniq
Essential 5,Unit 22,framework,ramka
Essential 5,Unit 22,manufacture,ishlab chiqarmoq
Essential 5,Unit 22,mechanism,mexanizm
Essential 5,Unit 22,minimize,minimallashtirish
Essential 5,Unit 22,nectar,nektar
Essential 5,Unit 22,notion,tushuncha
Essential 5,Unit 22,prone,moyil
Essential 5,Unit 22,straightforward,to'g'ri
Essential 5,Unit 23,astronomical,ulkan
Essential 5,Unit 23,atom,atom
Essential 5,Unit 23,breadth,kenglik
Essential 5,Unit 23,circumference,atrofi
Essential 5,Unit 23,comet,kometa
Essential 5,Unit 23,crater,krater
Essential 5,Unit 23,crescent,yarim oy
Essential 5,Unit 23,debris,qoldiqlar
Essential 5,Unit 23,despair,umidsizlik
Essential 5,Unit 23,embed,o'rnatmoq
Essential 5,Unit 23,fragment,parcha
Essential 5,Unit 23,galaxy,galaktika
Essential 5,Unit 23,gigantic,ulkan
Essential 5,Unit 23,gloom,xira
Essential 5,Unit 23,radiate,nurlanmoq
Essential 5,Unit 23,roam,sag'imoq
Essential 5,Unit 23,solitary,yolg'iz
Essential 5,Unit 23,spectrum,spektr
Essential 5,Unit 23,sphere,sfera
Essential 5,Unit 23,status,holat
Essential 5,Unit 24,bankrupt,bankrot
Essential 5,Unit 24,conform,itoat qilmoq
Essential 5,Unit 24,employ,ishga olmoq
Essential 5,Unit 24,expel,quvib yubormoq
Essential 5,Unit 24,extension,kengaytma
Essential 5,Unit 24,forthcoming,kelayotgan
Essential 5,Unit 24,furnish,jihozlamoq
Essential 5,Unit 24,hygiene,gigiena
Essential 5,Unit 24,hygienic,gigienik
Essential 5,Unit 24,landlord,uy egasi
Essential 5,Unit 24,lease,ijaraga bermoq
Essential 5,Unit 24,mandatory,majburiy
Essential 5,Unit 24,mend,tuzatmoq
Essential 5,Unit 24,mortgage,ipoteka
Essential 5,Unit 24,personnel,xodimlar
Essential 5,Unit 24,plumbing,quvurlar
Essential 5,Unit 24,tenant,ijarachi
Essential 5,Unit 24,trendy,ommalashgan
Essential 5,Unit 24,utility,taminot
Essential 5,Unit 24,whereby,shu bilan
Essential 5,Unit 25,aesthetic,estetik
Essential 5,Unit 25,arrogant,dimog'dor
Essential 5,Unit 25,bias,moyillik
Essential 5,Unit 25,canyon,kanyon
Essential 5,Unit 25,creek,soy
Essential 5,Unit 25,drill,burg'ulagich
Essential 5,Unit 25,executive,boshliq
Essential 5,Unit 25,fatigue,charchoq
Essential 5,Unit 25,incline,ko'tarilish
Essential 5,Unit 25,nasty,yomon
Essential 5,Unit 25,perceive,sezmoq
Essential 5,Unit 25,primate,primat
Essential 5,Unit 25,primitive,ibtidoiy
Essential 5,Unit 25,stereotype,stereotip
Essential 5,Unit 25,sticky,yopishqoq
Essential 5,Unit 25,termite,termit
Essential 5,Unit 25,thereby,natijada
Essential 5,Unit 25,trail,iz
Essential 5,Unit 25,twig,novdawelfare - farovonlik
Essential 5,Unit 26,behalf,nomidan
Essential 5,Unit 26,flap,silkitmoq
Essential 5,Unit 26,glacier,muzlik
Essential 5,Unit 26,globe,globus
Essential 5,Unit 26,horizontal,gorizontal
Essential 5,Unit 26,hum,g'o'ng'illamoq
Essential 5,Unit 26,inventory,taminot
Essential 5,Unit 26,inward,ichki
Essential 5,Unit 26,loaf,non
Essential 5,Unit 26,oracle,folbin
Essential 5,Unit 26,orbit,aylanmoq
Essential 5,Unit 26,overview,umumiy ko'rinish
Essential 5,Unit 26,preview,oldindan ko'rish
Essential 5,Unit 26,previous,oldingi
Essential 5,Unit 26,provide,ta'minlash
Essential 5,Unit 26,recur,takrorlanmoq
Essential 5,Unit 26,relevant,kerakli
Essential 5,Unit 26,rite,marosim
Essential 5,Unit 26,stall,to'xtatib turmoq
Essential 5,Unit 26,supernatural,g'ayritabiiy
Essential 5,Unit 27,adapt,moslashmoq
Essential 5,Unit 27,biological,biologik
Essential 5,Unit 27,cellular,hujayrali
Essential 5,Unit 27,dynamic,faol
Essential 5,Unit 27,fantasy,xayol
Essential 5,Unit 27,heredity,irsiyat
Essential 5,Unit 27,internal,ichki
Essential 5,Unit 27,minimal,minimal
Essential 5,Unit 27,pioneer,kashfiyotchi
Essential 5,Unit 27,prescribe,tayinlamoq
Essential 5,Unit 27,respective,tegishli
Essential 5,Unit 27,revive,jonlantirish
Essential 5,Unit 27,rigid,qattiq
Essential 5,Unit 27,sequence,ketma-ketlik
Essential 5,Unit 27,substitute,o'rnini bosmoq
Essential 5,Unit 27,surgeon,jarroh
Essential 5,Unit 27,therapy,terapiya
Essential 5,Unit 27,transfer,ko'chirmoq
Essential 5,Unit 27,transition,o'tish
Essential 5,Unit 27,transplant,a'zo ko'chirish
Essential 5,Unit 28,aquarium,akvarium
Essential 5,Unit 28,arbitrary,o'zidan-o'zi
Essential 5,Unit 28,autobiography,tarjimai hol
Essential 5,Unit 28,convention,odatiy holat
Essential 5,Unit 28,gracious,mehribon
Essential 5,Unit 28,improve,takomillashtirmoq
Essential 5,Unit 28,insulate,himoyalamoq
Essential 5,Unit 28,intrigue,qiziqish uyg'otmoq
Essential 5,Unit 28,longevity,uzoq umr
Essential 5,Unit 28,misplace,yo'qotib qo'ymoq
Essential 5,Unit 28,naughty,quloqsiz
Essential 5,Unit 28,norm,norma
Essential 5,Unit 28,orangutan,orangutan
Essential 5,Unit 28,overload,ortiqcha yuklamoq
Essential 5,Unit 28,philanthropy,xayriya
Essential 5,Unit 28,probe,surishtirmoq
Essential 5,Unit 28,recipient,qabul qiluvchi
Essential 5,Unit 28,reptile,sudralib yuruvchi
Essential 5,Unit 28,thrive,yashnamoq
Essential 5,Unit 28,ultimate,yakuniy
Essential 5,Unit 29,antique,antiqa
Essential 5,Unit 29,applicant,ariza beruvchi
Essential 5,Unit 29,artifact,artefakt
Essential 5,Unit 29,authentic,haqiqiy
Essential 5,Unit 29,chronology,xronologiya
Essential 5,Unit 29,diplomat,diplomat
Essential 5,Unit 29,epic,doston
Essential 5,Unit 29,excerpt,parcha
Essential 5,Unit 29,fossil,toshqotma
Essential 5,Unit 29,humiliate,kamsitmoq
Essential 5,Unit 29,lyric,lirik
Essential 5,Unit 29,majesty,ulug'vorlik
Essential 5,Unit 29,monarch,monarx
Essential 5,Unit 29,precede,oldinda
Essential 5,Unit 29,punctual,punktual
Essential 5,Unit 29,recruit,yollamoq
Essential 5,Unit 29,refund,pulni qaytarish
Essential 5,Unit 29,register,ro'yxatdan o'tish
Essential 5,Unit 29,renown,taniqli
Essential 5,Unit 29,tusk,so'yloq
Essential 5,Unit 30,burden,yukcompromise - murosaga kelish
Essential 5,Unit 30,craft,yasamoq
Essential 5,Unit 30,crook,yomon odam
Essential 5,Unit 30,currency,valyuta
Essential 5,Unit 30,enigma,jumboq
Essential 5,Unit 30,fragile,mo'rt
Essential 5,Unit 30,hybrid,gibrid
Essential 5,Unit 30,innocence,aybsizlik
Essential 5,Unit 30,merge,birlashtirish
Essential 5,Unit 30,moderate,o'rtacha
Essential 5,Unit 30,overwhelm,oshib ketmoq
Essential 5,Unit 30,perception,idrok
Essential 5,Unit 30,reunion,uchrashuv
Essential 5,Unit 30,rig,fitna tuzmoq
Essential 5,Unit 30,shiver,titroq
Essential 5,Unit 30,sociable,kirishimli
Essential 5,Unit 30,talkative,gapdon
Essential 5,Unit 30,tow,tortish
Essential 5,Unit 30,tramp,qadam tashlamoq
Essential 6,Unit 1,aroma,yoqimli hid
Essential 6,Unit 1,beverage,ichimlik
Essential 6,Unit 1,cluster,"to'da, guruh"
Essential 6,Unit 1,combine,birlashtirmoq
Essential 6,Unit 1,condensed,zichlashtirilgan
Essential 6,Unit 1,contemporary,zamonaviy
Essential 6,Unit 1,cultivate,"yetishtirmoq, o'stirmoq"
Essential 6,Unit 1,divine,ilohiy
Essential 6,Unit 1,humid,"nam, rutubatli"
Essential 6,Unit 1,odor,hid (yoqimsiz)
Essential 6,Unit 1,palate,ta'm bilish organi
Essential 6,Unit 1,paradise,jannat
Essential 6,Unit 1,platation,plantatsiya
Essential 6,Unit 1,rapid,tezkor
Essential 6,Unit 1,rate,"sur'at, daraja"
Essential 6,Unit 1,soothing,tinchlantiruvchi
Essential 6,Unit 1,subtle,"nozik, sezilarli"
Essential 6,Unit 1,texture,"tekstura, tuzilish"
Essential 6,Unit 1,toxic,zaharli
Essential 6,Unit 1,vary,"farq qilmoq, o'zgarib turmoq"
Essential 6,Unit 2,accident,baxtsiz hodisa
Essential 6,Unit 2,admiral,admiral
Essential 6,Unit 2,arc,"yoy, kamalaksimon"
Essential 6,Unit 2,character,"xarakter, belgi"
Essential 6,Unit 2,conscience,vijdon
Essential 6,Unit 2,fiery,"olovli, qizg'in"
Essential 6,Unit 2,flesh,"tana, et"
Essential 6,Unit 2,grapefruit,greypfrut
Essential 6,Unit 2,hay,pichan
Essential 6,Unit 2,horrible,dahshatli
Essential 6,Unit 2,kerosene,kerosin
Essential 6,Unit 2,loop,halqa
Essential 6,Unit 2,middle,o'rta
Essential 6,Unit 2,paddle,eshkak
Essential 6,Unit 2,raft,sol
Essential 6,Unit 2,sour,nordon
Essential 6,Unit 2,stake,qoziq
Essential 6,Unit 2,steward,"styuard, xizmatchi"
Essential 6,Unit 2,string,"ip, arqon"
Essential 6,Unit 2,wreck,"halokat, vayrona"
Essential 6,Unit 3,admonish,"ogohlantirmoq, tanbeh bermoq"
Essential 6,Unit 3,audible,eshitiladigan
Essential 6,Unit 3,awesome,"ajoyib, daxshatli"
Essential 6,Unit 3,beware,ehtiyot bo'lmoq
Essential 6,Unit 3,brag,maqtanmoq
Essential 6,Unit 3,conscious,"hushyor, ongli"
Essential 6,Unit 3,disagree,rozi bo'lmaslik
Essential 6,Unit 3,echo,aks-sado
Essential 6,Unit 3,eventual,yakuniy
Essential 6,Unit 3,hint,"shama, ishora"
Essential 6,Unit 3,idiot,ahmoq
Essential 6,Unit 3,immense,"ulkan, juda katta"
Essential 6,Unit 3,indirect,bilvosita
Essential 6,Unit 3,option,tanlov
Essential 6,Unit 3,pastime,vaqtichog'lik
Essential 6,Unit 3,perfect,mukammal
Essential 6,Unit 3,pinpoint,aniq belgilamoq
Essential 6,Unit 3,prior,oldingi
Essential 6,Unit 3,reassure,"ishontirmoq, ko'nglini ko'tarmoq"
Essential 6,Unit 3,vicious,"shafqatsiz, yomon"
Essential 6,Unit 4,altar,mehrob
Essential 6,Unit 4,arthritis,artrit
Essential 6,Unit 4,botany,botanika
Essential 6,Unit 4,credible,ishonarli
Essential 6,Unit 4,deceased,marhum
Essential 6,Unit 4,deception,aldov
Essential 6,Unit 4,decipher,"kodini yechmoq, anglamoq"
Essential 6,Unit 4,dung,go'ng
Essential 6,Unit 4,dusk,shom payti
Essential 6,Unit 4,gratify,mamnun qilmoq
Essential 6,Unit 4,hone,charxlamoq
Essential 6,Unit 4,mash,"ezmoq, pyure qilmoq"
Essential 6,Unit 4,ornate,"hashamatli, bezatilgan"
Essential 6,Unit 4,pneumonia,pnevmoniya
Essential 6,Unit 4,psychic,"ekstrasens, ruhiy"
Essential 6,Unit 4,psychotic,psixotik
Essential 6,Unit 4,scope,"ko'lam, miqyos"
Essential 6,Unit 4,sinister,"mash'um, xatarli"
Essential 6,Unit 4,strife,"nizo, janjal"
Essential 6,Unit 4,therapeutic,"terapevtik, davolovchi"
Essential 6,Unit 5,archaic,"eski, arxaik"
Essential 6,Unit 5,benevolent,"saxovatli, rahmdil"
Essential 6,Unit 5,brass,latun
Essential 6,Unit 5,capitalism,kapitalizm
Essential 6,Unit 5,component,"qism, komponent"
Essential 6,Unit 5,dependence,qaramlik
Essential 6,Unit 5,diminish,kamaymoq
Essential 6,Unit 5,drawback,kamchilik
Essential 6,Unit 5,fad,vaqtinchalik urf
Essential 6,Unit 5,impose,"yuklamoq, joriy qilmoq"
Essential 6,Unit 5,managerial,boshqaruvga oid
Essential 6,Unit 5,medieval,o'rta asrlarga oid
Essential 6,Unit 5,obsolete,"eskirgan, iste'moldan chiqqan"
Essential 6,Unit 5,peninsula,yarim orol
Essential 6,Unit 5,prestige,"obro', nufuz"
Essential 6,Unit 5,proportion,"ulush, nisbat"
Essential 6,Unit 5,radical,"tubdan, radikal"
Essential 6,Unit 5,refute,inkor etmoq
Essential 6,Unit 5,spectacular,hayratlanarli
Essential 6,Unit 5,weave,to'qimoq
Essential 6,Unit 6,accountant,hisobchi
Essential 6,Unit 6,capitalist,kapitalist
Essential 6,Unit 6,contempt,"nafrat, mensimaslik"
Essential 6,Unit 6,dedicate,bag'ishlamoq
Essential 6,Unit 6,ditch,"ariq, xandaq"
Essential 6,Unit 6,enterprise,"korxona, tadbirkorlik"
Essential 6,Unit 6,finance,moliya
Essential 6,Unit 6,indifferent,befarq
Essential 6,Unit 6,irrigate,sug'ormoq
Essential 6,Unit 6,maximize,maksimallashtirmoq
Essential 6,Unit 6,monetary,pulga oid
Essential 6,Unit 6,precaution,ehtiyot chorasi
Essential 6,Unit 6,preliminary,dastlabki
Essential 6,Unit 6,saturate,"to'yintirmoq, shimdirmoq"
Essential 6,Unit 6,simultaneous,bir vaqtdagi
Essential 6,Unit 6,skeptic,shubhalanuvchi
Essential 6,Unit 6,surplus,ortiqcha miqdor
Essential 6,Unit 6,tourism,turizm
Essential 6,Unit 6,transcript,"nusxa, transkript"
Essential 6,Unit 6,upcoming,kelgusi
Essential 6,Unit 7,abbey,monastir
Essential 6,Unit 7,abundant,mo'l-ko'l
Essential 6,Unit 7,adjoin,tutashmoq
Essential 6,Unit 7,ample,"yetarli, keng"
Essential 6,Unit 7,arid,qurg'oqchil
Essential 6,Unit 7,cathedral,"sobor, cherkov"
Essential 6,Unit 7,deprive,mahrum qilmoq
Essential 6,Unit 7,drought,qurg'oqchilik
Essential 6,Unit 7,eligible,"munosib, haqdor"
Essential 6,Unit 7,fast,ro'za tutmoq
Essential 6,Unit 7,grumble,noliymoq
Essential 6,Unit 7,inland,ichki hudud
Essential 6,Unit 7,moisture,namlik
Essential 6,Unit 7,nonetheless,shunga qaramay
Essential 6,Unit 7,oath,qasamyod
Essential 6,Unit 7,prairie,"preyeriya, kenglik"
Essential 6,Unit 7,rugged,"notekis, g'adir-budur"
Essential 6,Unit 7,scarce,"kamyob, tanqis"
Essential 6,Unit 7,speculate,taxmin qilmoq
Essential 6,Unit 7,vulnerable,"zaif, himoyasiz"
Essential 6,Unit 8,congested,"o'ta zich, liq to'la"
Essential 6,Unit 8,courier,"kuryer, xat tashuvchi, chopar"
Essential 6,Unit 8,deform,"deformatsiya qilmoq, shakilini o'zgartirmoq"
Essential 6,Unit 8,etiquette,"etiket, odob-axloq qoidalari"
Essential 6,Unit 8,exclusive,"maxsus, boylarga atalgan"
Essential 6,Unit 8,freight,"tovarlar, mahsulotlar, yuklar"
Essential 6,Unit 8,garment,kiyim-kechak
Essential 6,Unit 8,insomnia,"uyqusizlik, bedorlik"
Essential 6,Unit 8,intuitive,"ichki hissiy, intuitiv"
Essential 6,Unit 8,liable,"mumkin, ehtimol"
Essential 6,Unit 8,obsess,xayolini egallab olmoq
Essential 6,Unit 8,overboard,bort ustiga/-da
Essential 6,Unit 8,premium,qo'shimcha haq
Essential 6,Unit 8,privilege,imtiyoz
Essential 6,Unit 8,propel,"siljitmoq, harakatga keltirmoq"
Essential 6,Unit 8,socialize,"uchrashmoq, ko'rishmoq"
Essential 6,Unit 8,suppress,"oldini olmoq, yo'l qo'ymaslik"
